"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2581","Create a customer with empty required field name","sales-portal-api","Sat Dec 13 22:22:58 UTC 2025","passed","Sat Dec 13 22:23:01 UTC 2025","[API] [Sales Portal] [Customers] > [Create Negative]","","",""
"","150","Get order by invalid id","sales-portal-api","Sat Dec 13 22:23:32 UTC 2025","passed","Sat Dec 13 22:23:32 UTC 2025","[API] [Sales Portal] [Orders] [Get Oreder By Id]","","",""
"","31541","Update an order in process","sales-portal-api","Sat Dec 13 22:23:37 UTC 2025","passed","Sat Dec 13 22:24:08 UTC 2025","[API] [Sales Portal] [Orders] > [Update Negative]","","",""
"","437","Create a customer with empty required field flat","sales-portal-api","Sat Dec 13 22:23:00 UTC 2025","passed","Sat Dec 13 22:23:01 UTC 2025","[API] [Sales Portal] [Customers] > [Create Negative]","","",""
"","2913","Update customer with invalid name data type","sales-portal-api","Sat Dec 13 22:23:17 UTC 2025","passed","Sat Dec 13 22:23:20 UTC 2025","[API] [Sales Portal] [Customers] > [Update Negative]","","",""
"","6465","Update product with valid data: max valid notes length","sales-portal-api","Sat Dec 13 22:25:19 UTC 2025","passed","Sat Dec 13 22:25:25 UTC 2025","[API] [Sales Portal] [Products]","","",""
"","2316","Create a customer with empty required field city","sales-portal-api","Sat Dec 13 22:23:03 UTC 2025","passed","Sat Dec 13 22:23:05 UTC 2025","[API] [Sales Portal] [Customers] > [Create Negative]","","",""
"","4970","Update a customer with field flat","sales-portal-api","Sat Dec 13 22:23:24 UTC 2025","passed","Sat Dec 13 22:23:29 UTC 2025","[API] [Sales Portal] [Customers] > [Update Positive]","","",""
"","0","Add empty comment","sales-portal-api","Sat Dec 13 22:23:23 UTC 2025","skipped","Sat Dec 13 22:23:23 UTC 2025","[API] [Sales Portal] [Orders] [Comments] [Add Comment]","","",""
"","9199","Assign same manager again","sales-portal-api","Sat Dec 13 22:23:23 UTC 2025","passed","Sat Dec 13 22:23:32 UTC 2025","[API] [Sales Portal] [Orders] [Assign a manager to an order]","","",""
"","4295","Search by manufacturer","sales-portal-api","Sat Dec 13 22:23:56 UTC 2025","passed","Sat Dec 13 22:24:00 UTC 2025","[Sorting Product] [Search Product] > Search","","",""
"","7224","sort by createdOn","sales-portal-api","Sat Dec 13 22:23:13 UTC 2025","passed","Sat Dec 13 22:23:20 UTC 2025","Get customers all > positive","","",""
"","164","Create customer with invalid street data type","sales-portal-api","Sat Dec 13 22:22:57 UTC 2025","passed","Sat Dec 13 22:22:58 UTC 2025","[API] [Sales Portal] [Customers] > [Create Negative]","","",""
"","4052","Search by price","sales-portal-api","Sat Dec 13 22:23:54 UTC 2025","passed","Sat Dec 13 22:23:58 UTC 2025","[Sorting Product] [Search Product] > Search","","",""
"","4912","Update a customer with field street","sales-portal-api","Sat Dec 13 22:23:12 UTC 2025","passed","Sat Dec 13 22:23:17 UTC 2025","[API] [Sales Portal] [Customers] > [Update Positive]","","",""
